global_step,epoch,loss_teacher_ce
0,0,2.368896245956421
0,0,1.652520775794983
0,0,2.9198198318481445
0,0,3.261629819869995
0,0,3.409608840942383
0,0,2.314927339553833
0,0,2.04714035987854
0,0,2.03285551071167
1,0.0004905567819475104,3.2084991931915283
1,0.0004905567819475104,1.8317360877990723
1,0.0004905567819475104,2.979304313659668
1,0.0004905567819475104,3.098167896270752
1,0.0004905567819475104,2.0073935985565186
1,0.0004905567819475104,2.363966941833496
1,0.0004905567819475104,2.5277819633483887
1,0.0004905567819475104,2.2438676357269287
2,0.0009811135638950208,3.9668521881103516
2,0.0009811135638950208,2.325181484222412
2,0.0009811135638950208,1.9784215688705444
2,0.0009811135638950208,1.9599721431732178
2,0.0009811135638950208,2.4816317558288574
2,0.0009811135638950208,2.5247139930725098
2,0.0009811135638950208,1.8930288553237915
2,0.0009811135638950208,2.048231840133667
3,0.0014716703458425313,2.4998867511749268
3,0.0014716703458425313,2.218050003051758
3,0.0014716703458425313,1.6497780084609985
3,0.0014716703458425313,2.785890817642212
3,0.0014716703458425313,3.003257989883423
3,0.0014716703458425313,2.042954683303833
3,0.0014716703458425313,2.6103804111480713
3,0.0014716703458425313,3.2826032638549805
4,0.0019622271277900416,1.685023307800293
4,0.0019622271277900416,2.6482062339782715
4,0.0019622271277900416,2.199315071105957
4,0.0019622271277900416,1.9456241130828857
4,0.0019622271277900416,3.660085439682007
4,0.0019622271277900416,3.319023609161377
4,0.0019622271277900416,5.0754499435424805
4,0.0019622271277900416,2.579718828201294
5,0.0024527839097375523,2.8226358890533447
5,0.0024527839097375523,1.7651926279067993
5,0.0024527839097375523,3.263082981109619
5,0.0024527839097375523,2.217393398284912
5,0.0024527839097375523,2.5598771572113037
5,0.0024527839097375523,2.5050809383392334
5,0.0024527839097375523,1.6856579780578613
5,0.0024527839097375523,2.7071800231933594
6,0.0029433406916850625,1.757617473602295
6,0.0029433406916850625,1.8604377508163452
6,0.0029433406916850625,2.735945463180542
6,0.0029433406916850625,2.580482244491577
6,0.0029433406916850625,1.864753007888794
6,0.0029433406916850625,1.8901443481445312
6,0.0029433406916850625,2.6845710277557373
6,0.0029433406916850625,2.0694406032562256
7,0.003433897473632573,2.1891725063323975
7,0.003433897473632573,1.9907090663909912
7,0.003433897473632573,2.5085928440093994
7,0.003433897473632573,2.508227825164795
7,0.003433897473632573,1.978031873703003
7,0.003433897473632573,3.7859299182891846
7,0.003433897473632573,2.625274419784546
7,0.003433897473632573,1.8824231624603271
8,0.003924454255580083,2.03908634185791
8,0.003924454255580083,2.842540979385376
8,0.003924454255580083,2.273237705230713
8,0.003924454255580083,2.117474317550659
8,0.003924454255580083,2.2585721015930176
8,0.003924454255580083,1.5452826023101807
8,0.003924454255580083,3.0558934211730957
8,0.003924454255580083,1.8344223499298096
9,0.004415011037527594,1.6785211563110352
9,0.004415011037527594,2.1850807666778564
9,0.004415011037527594,1.6274635791778564
9,0.004415011037527594,1.9710060358047485
9,0.004415011037527594,1.8487966060638428
9,0.004415011037527594,1.988049030303955
9,0.004415011037527594,1.6730138063430786
9,0.004415011037527594,2.152973175048828
10,0.0049055678194751045,2.5488333702087402
10,0.0049055678194751045,1.8470032215118408
10,0.0049055678194751045,2.3783342838287354
10,0.0049055678194751045,1.4476356506347656
10,0.0049055678194751045,2.0188093185424805
10,0.0049055678194751045,1.6409498453140259
10,0.0049055678194751045,2.172029972076416
10,0.0049055678194751045,1.6469836235046387
11,0.005396124601422614,1.5862393379211426
11,0.005396124601422614,2.4202353954315186
11,0.005396124601422614,2.1091113090515137
11,0.005396124601422614,2.0530929565429688
11,0.005396124601422614,1.7774618864059448
11,0.005396124601422614,1.8174632787704468
11,0.005396124601422614,1.4763356447219849
11,0.005396124601422614,1.662535548210144
12,0.005886681383370125,1.725745677947998
12,0.005886681383370125,1.7169971466064453
12,0.005886681383370125,1.6441926956176758
12,0.005886681383370125,2.595585823059082
12,0.005886681383370125,1.5885398387908936
12,0.005886681383370125,1.736812949180603
12,0.005886681383370125,1.9419422149658203
12,0.005886681383370125,1.5779770612716675
13,0.006377238165317636,1.9046077728271484
13,0.006377238165317636,1.2602957487106323
13,0.006377238165317636,1.9295568466186523
13,0.006377238165317636,1.6060104370117188
13,0.006377238165317636,1.4784806966781616
13,0.006377238165317636,1.4913783073425293
13,0.006377238165317636,1.3409889936447144
13,0.006377238165317636,0.9567074775695801
14,0.006867794947265146,1.9875884056091309
14,0.006867794947265146,2.0084683895111084
14,0.006867794947265146,1.0379619598388672
14,0.006867794947265146,1.2870781421661377
14,0.006867794947265146,1.2132596969604492
14,0.006867794947265146,1.6803327798843384
14,0.006867794947265146,1.8204748630523682
14,0.006867794947265146,2.0227513313293457
15,0.007358351729212656,1.5938042402267456
15,0.007358351729212656,1.6032007932662964
15,0.007358351729212656,1.6268309354782104
15,0.007358351729212656,1.5337601900100708
15,0.007358351729212656,1.4415305852890015
15,0.007358351729212656,1.7481424808502197
15,0.007358351729212656,1.8331788778305054
15,0.007358351729212656,1.5452667474746704
16,0.007848908511160166,1.0768325328826904
16,0.007848908511160166,1.4649783372879028
16,0.007848908511160166,1.427960753440857
16,0.007848908511160166,1.4114990234375
16,0.007848908511160166,1.6396113634109497
16,0.007848908511160166,1.6808048486709595
16,0.007848908511160166,1.754714846611023
16,0.007848908511160166,1.0516637563705444
17,0.008339465293107678,1.3858803510665894
