global_step,epoch,loss_total,loss_student_ce,loss_align
0,0,0.667075514793396,0.547446608543396,0.11962890625
0,0,1.2001270055770874,1.1039355993270874,0.09619140625
0,0,1.9112437963485718,1.7916148900985718,0.11962890625
0,0,0.6094264388084412,0.5747584700584412,0.03466796875
0,0,0.7038426399230957,0.6345067024230957,0.0693359375
0,0,0.7258023023605347,0.6486538648605347,0.0771484375
0,0,0.7377365827560425,0.7008713483810425,0.036865234375
0,0,1.0152554512023926,0.9705777168273926,0.044677734375
0,0,0.9277313351631165,0.8632782101631165,0.064453125
0,0,0.8885504007339478,0.8277593851089478,0.060791015625
0,0,0.743567705154419,0.688880205154419,0.0546875
0,0,0.7923737168312073,0.6986237168312073,0.09375
0,0,0.6745922565460205,0.6238110065460205,0.05078125
0,0,0.5867127776145935,0.5305604338645935,0.05615234375
0,0,0.5231190323829651,0.4479237198829651,0.0751953125
0,0,0.863730251789093,0.800253689289093,0.0634765625
1,0.0019622271277900416,0.38060715794563293,0.27513840794563293,0.10546875
1,0.0019622271277900416,1.0576368570327759,1.0100294351577759,0.047607421875
1,0.0019622271277900416,0.859897255897522,0.737338662147522,0.12255859375
1,0.0019622271277900416,0.8028067946434021,0.7036857008934021,0.09912109375
1,0.0019622271277900416,0.9467799663543701,0.8945338726043701,0.05224609375
1,0.0019622271277900416,1.0745162963867188,0.6721725463867188,0.40234375
1,0.0019622271277900416,0.7786231637001038,0.7044044137001038,0.07421875
1,0.0019622271277900416,0.5280205011367798,0.4616142809391022,0.06640625
1,0.0019622271277900416,1.1047122478485107,0.776587188243866,0.328125
1,0.0019622271277900416,0.7950605154037476,0.7120527029037476,0.0830078125
1,0.0019622271277900416,0.8012629151344299,0.7080011963844299,0.09326171875
1,0.0019622271277900416,1.294567346572876,1.235485315322876,0.05908203125
1,0.0019622271277900416,0.9088390469551086,0.7682140469551086,0.140625
1,0.0019622271277900416,0.7834786772727966,0.6745919585227966,0.10888671875
1,0.0019622271277900416,1.0804095268249512,0.826503336429596,0.25390625
1,0.0019622271277900416,0.9760589599609375,0.8451995849609375,0.130859375
2,0.003924454255580083,0.7070726156234741,0.6348069906234741,0.072265625
2,0.003924454255580083,0.6035736799240112,0.5474213361740112,0.05615234375
2,0.003924454255580083,0.4951140284538269,0.4538542628288269,0.041259765625
2,0.003924454255580083,1.140620231628418,0.910151481628418,0.23046875
2,0.003924454255580083,0.6041308641433716,0.5675097703933716,0.03662109375
2,0.003924454255580083,0.655685305595398,0.606857180595398,0.048828125
2,0.003924454255580083,0.8090594410896301,0.7460711598396301,0.06298828125
2,0.003924454255580083,0.7382617592811584,0.6674609780311584,0.07080078125
2,0.003924454255580083,0.8375627994537354,0.7926409244537354,0.044921875
2,0.003924454255580083,1.1412609815597534,1.0748547315597534,0.06640625
2,0.003924454255580083,0.9414212703704834,0.8628079891204834,0.07861328125
2,0.003924454255580083,1.3188585042953491,1.2436631917953491,0.0751953125
2,0.003924454255580083,0.629145085811615,0.547602117061615,0.08154296875
2,0.003924454255580083,1.3819622993469238,0.8702435493469238,0.51171875
2,0.003924454255580083,0.7186582684516907,0.6634824872016907,0.05517578125
2,0.003924454255580083,1.0626152753829956,0.9996269941329956,0.06298828125
3,0.005886681383370125,0.6338425278663635,0.5283737778663635,0.10546875
3,0.005886681383370125,0.7491598129272461,0.6358785629272461,0.11328125
3,0.005886681383370125,1.4144890308380127,0.7855827808380127,0.62890625
3,0.005886681383370125,0.7005746364593506,0.6493051052093506,0.05126953125
3,0.005886681383370125,0.6801535487174988,0.6113058924674988,0.06884765625
3,0.005886681383370125,1.1360807418823242,0.694674551486969,0.44140625
3,0.005886681383370125,0.6656635999679565,0.6161030530929565,0.049560546875
3,0.005886681383370125,0.5977017283439636,0.5571743845939636,0.04052734375
3,0.005886681383370125,1.6667593717575073,1.0222281217575073,0.64453125
3,0.005886681383370125,0.35009345412254333,0.31566962599754333,0.034423828125
3,0.005886681383370125,0.2455015778541565,0.1771422028541565,0.068359375
3,0.005886681383370125,0.7627356052398682,0.6904699802398682,0.072265625
3,0.005886681383370125,1.1527926921844482,1.0959079265594482,0.056884765625
3,0.005886681383370125,0.6983710527420044,0.6549140214920044,0.04345703125
3,0.005886681383370125,0.9040001630783081,0.7873009443283081,0.11669921875
3,0.005886681383370125,0.5723570585250854,0.49423202872276306,0.078125
4,0.007848908511160166,0.7141953110694885,0.6599960923194885,0.05419921875
4,0.007848908511160166,0.48462313413619995,0.41577547788619995,0.06884765625
4,0.007848908511160166,1.0210342407226562,0.939491331577301,0.08154296875
4,0.007848908511160166,1.040136694908142,0.9859374761581421,0.05419921875
4,0.007848908511160166,0.507440984249115,0.507440984249115,0.0
4,0.007848908511160166,0.6091284155845642,0.5383276343345642,0.07080078125
4,0.007848908511160166,0.5416412353515625,0.4947662353515625,0.046875
4,0.007848908511160166,0.6449193954467773,0.5565404891967773,0.08837890625
4,0.007848908511160166,0.9616591930389404,0.8976943492889404,0.06396484375
4,0.007848908511160166,0.6859939694404602,0.6452224850654602,0.040771484375
4,0.007848908511160166,0.7660468816757202,0.7272285223007202,0.038818359375
4,0.007848908511160166,0.6467939019203186,0.5554853081703186,0.09130859375
4,0.007848908511160166,0.8127282857894897,0.47679078578948975,0.3359375
4,0.007848908511160166,0.7766427993774414,0.7221994400024414,0.054443359375
4,0.007848908511160166,0.35763853788375854,0.29928892850875854,0.058349609375
4,0.007848908511160166,0.9768315553665161,0.9026128053665161,0.07421875
5,0.009811135638950209,0.6388503313064575,0.5814772844314575,0.057373046875
5,0.009811135638950209,0.7103704214096069,0.6356633901596069,0.07470703125
5,0.009811135638950209,0.69312584400177,0.57154381275177,0.12158203125
5,0.009811135638950209,0.6781245470046997,0.6039057970046997,0.07421875
5,0.009811135638950209,0.7543016672134399,0.6273485422134399,0.126953125
5,0.009811135638950209,0.6011790037155151,0.5462473630905151,0.054931640625
5,0.009811135638950209,0.8049724102020264,0.7068278789520264,0.09814453125
5,0.009811135638950209,0.6902220845222473,0.6467650532722473,0.04345703125
5,0.009811135638950209,0.730959415435791,0.653322696685791,0.07763671875
5,0.009811135638950209,0.6919084787368774,0.5966936349868774,0.09521484375
5,0.009811135638950209,0.878570556640625,0.830963134765625,0.047607421875
