global_step,epoch,loss_teacher_ce
0,0,2.9551572799682617
0,0,3.2743301391601562
0,0,3.0597472190856934
0,0,3.723507881164551
0,0,3.5666675567626953
0,0,3.13972544670105
0,0,3.619936227798462
0,0,3.4752275943756104
0,0,3.231926679611206
0,0,3.7571771144866943
0,0,3.251786231994629
0,0,3.591026544570923
0,0,3.8606224060058594
0,0,2.7595231533050537
0,0,1.994930386543274
0,0,4.002843379974365
1,0.1839080459770115,2.472412109375
1,0.1839080459770115,3.689530372619629
1,0.1839080459770115,2.740276575088501
1,0.1839080459770115,2.4987072944641113
1,0.1839080459770115,2.844576120376587
1,0.1839080459770115,3.948330879211426
1,0.1839080459770115,3.9678590297698975
1,0.1839080459770115,3.364231824874878
1,0.1839080459770115,2.224208116531372
1,0.1839080459770115,3.3282532691955566
1,0.1839080459770115,3.026668071746826
1,0.1839080459770115,2.5375242233276367
1,0.1839080459770115,3.7699615955352783
1,0.1839080459770115,3.7721633911132812
1,0.1839080459770115,2.945911407470703
1,0.1839080459770115,3.7719619274139404
2,0.367816091954023,3.422442674636841
2,0.367816091954023,3.7713186740875244
2,0.367816091954023,2.7260055541992188
2,0.367816091954023,2.4822938442230225
2,0.367816091954023,3.512181043624878
2,0.367816091954023,3.071716547012329
2,0.367816091954023,2.174880027770996
2,0.367816091954023,2.4623501300811768
2,0.367816091954023,3.865931272506714
2,0.367816091954023,3.1763689517974854
2,0.367816091954023,3.9863834381103516
2,0.367816091954023,3.9327988624572754
2,0.367816091954023,3.267996072769165
2,0.367816091954023,3.8404648303985596
2,0.367816091954023,3.9797184467315674
2,0.367816091954023,3.0712838172912598
3,0.5517241379310345,3.5926122665405273
3,0.5517241379310345,3.80228590965271
3,0.5517241379310345,3.2763020992279053
3,0.5517241379310345,3.598996877670288
3,0.5517241379310345,3.858964204788208
3,0.5517241379310345,3.016091823577881
3,0.5517241379310345,3.1754844188690186
3,0.5517241379310345,3.1370973587036133
3,0.5517241379310345,3.1988844871520996
